ANZSCO Level,NFD Indicator 5,Code,ANZSCO Title,COVID Adjusted 3,Skill Level 4,Trend Data for Aug 2025 1,Qtr Change to Aug 2025 1,Qtr Change to Aug 2025 1,1 Year  Change to Aug 2025 1,1 Year  Change to Aug 2025 1,5 Year  Change to Aug 2025 1,5 Year  Change to Aug 2025 1,10 Year  Change to Aug 2025 1,10 Year  Change to Aug 2025 1,Share of National Emp 1,Share of Level 1 Group 1,Female Share 2024 4 Quarter Avg 2,Part Time Share 2024 4 Quarter Avg 2,Female Part Time Share 2024 4 Quarter Avg 2,Male Part Time Share 2024 4 Quarter Avg 2,Median Age 2024 2,Median Female Age 2024 2,Median Male Age 2024 2
4,N,2535,Surgeons,-,1,9.52734443476152,0.0165090749393748,0.173581755069762,0.112240795682725,1.19213553015872,1.99472689851766,26.4811918157248,2.75028433351474,40.5822626983751,0.064907192640634,0.240263596123868,21,14,28,11,43,37,45
4,N,2539,Other Medical Practitioners,-,1,21.1229416068704,0.136045224618854,0.648238892216131,0.550228879987646,2.674556765033,3.04641729719799,16.8528929843439,6.35626406685277,43.0446459579505,0.143904825673316,0.532685046282594,59,27,30,22,42,37,48
3,N,254,Midwifery and Nursing Professionals,-,-,416.144032545609,4.38299548243305,1.06445124426879,17.241690399017,4.32228357102023,70.7064283859277,20.4686541171248,122.044610351306,41.4977389077203,2.82990109655258,10.4379004927497,88,44,46,27,39,40,37
4,Y,2540,Midwifery and Nursing Professionals nfd,-,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2541,Midwives,-,1,19.7480952332582,-0.0117310244873643,-0.0593680548317873,-0.0147131970814662,-0.0744489181956482,-0.431809913658416,-2.13980150310268,3.27811987689606,19.9036113046142,0.134538373244271,0.49801373402934,99,52,52,-,42,42,39
4,N,2542,Nurse Educators and Researchers,-,1,9.17634641779388,0.100043862095823,1.10225349454681,0.386839166792317,4.40114736520909,1.51007621597154,19.6976649168011,2.82358291681374,44.4465297091273,0.0625159391219016,0.231412016718248,89,41,44,-,42,42,58
4,N,2543,Nurse Managers,-,1,22.0032416729011,0.105023613715247,0.479598903579241,0.411046409335484,1.90368049342846,2.15851202512751,10.8770039372629,6.47253108241667,41.6756918153014,0.149902069329056,0.554884732772455,90,23,25,3,44,44,45
4,N,2544,Registered Nurses,-,1,360.774052429289,3.34540562020936,0.935964604425316,13.5229292872626,3.89427949574454,64.3871418670757,21.7240166729834,104.528690108431,40.7924222166196,2.45785497534143,9.09811457100026,87,45,47,28,39,39,37
2,N,26,ICT Professionals,-,-,428.893623751385,5.59360062764165,1.32142696009409,21.0796185790016,5.16892953935978,101.087312716293,30.8375126754261,189.265940664253,78.9833370777251,2.91943210234796,10.7421817767273,22,6,8,5,40,38,40
3,Y,260,ICT Professionals nfd,-,-,23.2867308572828,0.47876956612313,2.09913354381525,1.91999806601855,8.98592257775388,9.58894396008604,70.0036000855615,1.85791427486018,8.67016742485056,0.158356578574575,0.584087624669043,-,-,-,-,-,-,-
4,Y,2600,ICT Professionals nfd,-,1,23.2867308572828,0.47876956612313,2.09913354381525,1.91999806601855,8.98592257775388,9.58894396008604,70.0036000855615,1.85791427486018,8.67016742485056,0.158646130207014,0.587252170429111,-,-,-,-,-,-,-
3,N,261,"Business and Systems Analysts, and Programmers",-,-,256.182504501244,3.04221351485674,1.20178953062053,11.4235318549617,4.66725764185592,62.9059306648456,32.5471056404865,124.959499991056,95.2268243342613,1.74211593512687,6.42567784430341,21,6,7,6,39,37,40
4,Y,2610,"Business and Systems Analysts, and Programmers nfd",-,1,0.754414123621975,0.0265839246290818,3.65248991672319,0.104818300975967,16.1359259591616,0.234620084826829,45.1371249602371,0.583421581946695,341.197093294647,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2611,ICT Business and Systems Analysts,-,1,49.5784926824983,0.0837209815582796,0.169151162195763,0.361327904134157,0.734150180656072,9.38075904453579,23.3365371516285,21.8475298708379,78.7838850717846,0.337764714754509,1.25028616566397,34,6,7,5,41,40,42
4,N,2612,Multimedia Specialists and Web Developers,-,1,12.5589381321878,-0.194078103667573,-1.52182119177359,-0.749822169656477,-5.63404969847245,-0.751444093707617,-5.64554857219412,1.73004907067183,15.9762378286812,0.0855606115942968,0.31671528827352,21,8,6,9,39,39,39
4,N,2613,Software and Applications Programmers,-,1,193.399614354643,2.94952369479205,1.54871215055496,11.6844157849374,6.43007072435678,54.5912985644414,39.3285504932945,98.3628527360266,103.499794248838,1.31757869272996,4.87721286366814,18,6,7,6,38,36,39
3,N,262,"Database and Systems Administrators, and ICT Security Specialists",-,-,70.8915068065461,0.830350897864776,1.18518012883925,3.30334048380611,4.88745391912594,18.5418466224327,35.4192301482401,31.5368119189997,80.1348149416839,0.482082974062886,1.77813073349002,24,6,11,4,42,39,42
4,N,2621,"Database and Systems Administrators, and ICT Security Specialists",-,1,70.8915068065461,0.830350897864776,1.18518012883925,3.30334048380611,4.88745391912594,18.5418466224327,35.4192301482401,31.5368119189997,80.1348149416839,0.482964452517191,1.78776452101753,24,6,11,4,42,39,42
3,N,263,ICT Network and Support Professionals,-,-,77.3477668214631,0.763401313740573,0.996810913924193,2.91953658220399,3.92261991561369,9.68069844903641,14.3063659796161,31.3300867372282,68.0827166425575,0.525987429892947,1.94006937569231,19,5,7,4,41,42,41
4,Y,2630,ICT Network and Support Professionals nfd,-,1,0.356078324150162,-0.0270613160842518,-7.06304262009929,-0.11155486467018,-23.855206888029,-0.645014913364955,-64.4310528923351,0.256078324150162,256.078324150162,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2631,Computer Network Professionals,-,1,46.2216821659999,0.509137524776918,1.11378075487354,1.95626203246717,4.41939108804534,6.45022499237709,16.2182264638143,18.4195756691937,66.252446271687,0.314895682534208,1.16563305254069,15,4,4,4,42,44,41
4,N,2632,ICT Support and Test Engineers,-,1,14.898443227374,0.133825818605759,0.90639543782749,0.513589357376198,3.57034810376058,2.49523726639308,20.1176798502162,7.43011565016679,99.4883469338293,0.101499020133717,0.375713670369237,29,4,3,4,39,39,39
4,N,2633,Telecommunications Engineering Professionals,-,1,14.8113102935644,0.0590279051509732,0.4001272724913,0.23614920658653,1.62021678647186,0.535418041399117,3.75050492075482,4.30660215060439,40.996875800786,0.100905407279805,0.373516324386706,21,6,16,3,40,42,39
2,N,27,"Legal, Social and Welfare Professionals",-,-,344.791684710581,5.25145470790494,1.54663696489325,20.1033823700072,6.19159428445323,75.4563926720449,28.0157836356807,128.732359605271,59.5819502548782,2.34695937925669,8.63574263443017,68,30,34,20,41,41,42
3,Y,270,"Legal, Social and Welfare Professionals nfd",-,-,0.1206007890313,0.00616629402788768,5.38849236648776,0.0206007890312999,20.6007890312999,0.0206007890312999,20.6007890312999,0.0206007890312999,20.6007890312999,<0.1,<0.1,-,-,-,-,-,-,-
4,Y,2700,"Legal, Social and Welfare Professionals nfd",-,1,0.1206007890313,0.00616629402788768,5.38849236648776,0.0206007890312999,20.6007890312999,0.0206007890312999,20.6007890312999,0.0206007890312999,20.6007890312999,<0.1,<0.1,-,-,-,-,-,-,-
3,N,271,Legal Professionals,-,-,126.543653245592,1.52092124228092,1.2165157631019,5.81541990903138,4.81695105470434,24.2824648832909,23.7455336400557,40.0000366760753,46.2195113419429,0.860533841830887,3.17402138986998,59,14,15,12,39,37,42
4,Y,2710,Legal Professionals nfd,-,1,0.1,0.0,0.0,0.0,0.0,-0.00553539209296353,-5.24505758986287,0.0,0.0,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2711,Barristers,-,1,8.45431840010598,-0.0648779011447171,-0.761549550574301,-0.277761367258792,-3.18093025554915,-1.50419415184358,-15.1046066769189,0.219120270886563,2.6607771598002,0.0575969596563317,0.213203684982183,35,13,4,18,44,44,44
4,N,2712,Judicial and Other Legal Professionals,-,1,13.5461098703612,0.129361242894245,0.964177286808629,0.499920597217754,3.83192813434709,2.39238650690603,21.4492186057314,2.5619299478863,23.3238163064346,0.0922859427311902,0.341610098514662,58,24,23,26,46,41,53
4,N,2713,Solicitors,-,1,106.273734004802,1.68749829395411,1.61349940791403,6.43566936165467,6.44610788946858,25.3054450394512,31.2535257479385,38.8261771863539,57.5649868102178,0.72401389211052,2.6800447575237,61,13,15,9,37,36,41
3,N,272,Social and Welfare Professionals,-,-,217.174530006373,3.00377133019606,1.4025123451786,11.8944516838438,5.79425523462417,49.8361835300693,29.781687568621,86.5693259473528,66.2832132693827,1.47685030312424,5.44726334269317,73,38,43,26,42,42,41
4,Y,2720,Social and Welfare Professionals nfd,-,1,0.10556494425126,0.000949352173678253,0.907467189952169,0.00381350924801499,3.74786777984348,-0.0229042455071796,-17.8285903026605,0.00556494425125978,5.56494425125978,<0.1,<0.1,-,-,-,-,-,-,-
4,N,2721,Counsellors,-,1,39.9927710407194,0.877981467639593,2.2446278689528,3.36054019811363,9.17372521633351,10.6376235224947,36.2376769385691,18.928190629145,89.8579048778225,0.272459814164126,1.00855039460345,71,40,46,26,44,47,38
4,N,2722,Ministers of Religion,-,1,18.5132485784373,-0.224338010185264,-1.19726203331587,-0.844985858792469,-4.36499444994525,-1.36130476371749,-6.84948607539323,0.953709631234211,5.43129084483235,0.126125700620233,0.466872979123251,32,34,68,18,50,53,46
4,N,2723,Psychologists,-,1,51.7855190752823,1.06698135170834,2.10373050880054,4.3013846040898,9.05857219888749,18.9068568334864,57.504945591891,26.3987977570219,103.986637053574,0.352800582117163,1.30594365779114,84,46,47,41,42,42,49
4,N,2724,Social Professionals,-,1,16.2643911479848,0.194913232965181,1.21294066923607,0.749216305373382,4.828925957803,2.36898217003257,17.0486681881147,4.78226414093814,41.6496363261201,0.110804849835503,0.410160578610156,71,44,43,48,45,44,51
4,N,2725,Social Workers,-,1,48.9078782019574,0.727582886249444,1.51012541845553,2.92766984712603,6.36723919242182,12.5871252786684,34.6554635176562,19.3851658156812,65.661872669574,0.333196001659886,1.23337439682735,83,32,35,18,39,39,41
4,N,2726,"Welfare, Recreation and Community Arts Workers",-,1,41.4103299128447,0.299736122884276,0.729097041058733,1.17820873716506,2.92852751168707,6.24790045129845,17.7686825028151,15.9650455180155,62.742649169446,0.282117255166969,1.044298844202,68,33,38,22,41,43,34
1,N,3,Technicians and Trades Workers,Y,-,1998.2537536696,7.10505692331526,0.356832060555073,33.9943510562609,1.73064469036184,,0.0,282.389578185327,16.4575717717066,13.6352601709742,-,17,16,40,11,37,36,37
2,Y,30,Technicians and Trades Workers nfd,-,-,8.25197386133331,0.138274369503179,1.70420866144243,0.568244098888091,7.39542014693729,3.07820063041138,59.4962417760021,-0.436693218640514,-5.02600933631156,0.0561702857407771,0.416446846508897,-,-,-,-,-,-,-
3,Y,300,Technicians and Trades Workers nfd,-,-,8.25197386133331,0.138274369503179,1.70420866144243,0.568244098888091,7.39542014693729,3.07820063041138,59.4962417760021,-0.436693218640514,-5.02600933631156,0.0561158350296685,0.418124129115074,-,-,-,-,-,-,-
4,Y,3000,Technicians and Trades Workers nfd,-,3,8.25197386133331,0.138274369503179,1.70420866144243,0.568244098888091,7.39542014693729,3.07820063041138,59.4962417760021,-0.436693218640514,-5.02600933631156,0.0562184416392882,0.41841083875685,-,-,-,-,-,-,-
2,N,31,"Engineering, ICT and Science Technicians",-,-,324.838337074798,2.50730450811852,0.777866309723016,10.0199329652965,3.18276594840095,45.7399204775954,16.3884557409036,89.7307749696749,38.1658395698705,2.21113911891405,16.3933991276769,27,14,30,8,41,38,41
3,Y,310,"Engineering, ICT and Science Technicians nfd",-,-,2.04205325440418,0.0164094626551758,0.810086290690201,0.0717644276340823,3.64233033548315,-0.156326561009581,-7.11098964398736,-2.59196722744256,-55.9334434881395,<0.1,0.103470000384416,-,-,-,-,-,-,-
4,Y,3100,"Engineering, ICT and Science Technicians nfd",-,2,2.04205325440418,0.0164094626551758,0.810086290690201,0.0717644276340823,3.64233033548315,-0.156326561009581,-7.11098964398736,-2.59196722744256,-55.9334434881395,<0.1,0.103540950240402,-,-,-,-,-,-,-
3,N,311,"Agricultural, Medical and Science Technicians",-,-,71.4334152984804,0.64377937652381,0.909426031281693,2.62163317071762,3.80986088378009,13.3335732021738,22.949413838461,21.7240004121953,43.7019837426994,0.485768110255217,3.61950183838399,66,32,39,18,38,39,35
4,Y,3110,"Agricultural, Medical and Science Technicians nfd",-,2,0.328168623486067,0.0201314752556849,6.53540502219833,0.0805033736704991,32.5049128735052,0.155656848394899,90.2296949368467,0.217440157957777,196.372411484584,<0.1,<0.1,-,-,-,-,-,-,-
4,N,3111,Agricultural Technicians,-,2,2.75415777193912,0.0513578551473159,1.90017229274881,0.209082943869128,8.21519829449107,0.62997674164854,29.657394198759,0.560097327236021,25.5278895614844,<0.1,0.139647735534581,38,13,-,4,35,41,24
4,N,3112,Medical Technicians,-,2,40.2763040408901,0.502879523577974,1.26436063698535,2.00601707714268,5.24170900271256,8.61631930204479,27.2151720006137,12.7197773774409,46.1588556961075,0.274391446969896,2.04218317204556,72,38,43,24,38,39,34
4,N,3113,Primary Products Inspectors,-,2,3.45633397504777,-0.107423074317459,-3.01432092113555,-0.410716077730542,-10.6209144470592,-0.843127446390377,-19.6100712099971,0.233668164147478,7.2507724306108,<0.1,0.175251112258113,48,17,33,2,41,31,56
4,N,3114,Science Technicians,-,2,22.6780406082666,0.229628070932552,1.02291451812308,0.917805791975184,4.21781198467602,4.95713279977329,27.9733569710092,7.93923927865899,53.8662480150978,0.154499289970272,1.14987494528171,62,27,31,20,37,39,34
3,N,312,Building and Engineering Technicians,-,-,174.119461087639,1.4735721375157,0.853522864909578,5.84087975067177,3.47095851668477,26.2932914371866,17.7866283753136,47.8072671517696,37.8484971736315,1.18406324572022,8.82256163830019,14,8,23,6,42,38,43
4,Y,3120,Building and Engineering Technicians nfd,-,2,2.90310676031818,0.0415041511098364,1.45038136938652,0.161176296544703,5.87820510673675,0.009045352167667,0.312548729691522,-2.38734160342637,-45.1255061817978,<0.1,0.147200094789097,-,-,-,-,-,-,-
4,N,3121,"Architectural, Building and Surveying Technicians",-,2,83.823523569991,0.453752561956208,0.544265093294399,1.77520416443085,2.16360819733079,8.46752289394983,11.2366935850963,23.3913601776431,38.7068058870866,0.57106674681803,4.2502159354644,14,9,29,6,41,35,41
4,N,3122,Civil Engineering Draftspersons and Technicians,-,2,15.6182432231653,0.141216137214496,0.912424178301555,0.57839407384445,3.84574385089872,3.34194827173669,27.2227759674981,4.49001573704921,40.3479866191726,0.106402820695297,0.791912620752924,19,10,12,10,42,40,43
4,N,3123,Electrical Engineering Draftspersons and Technicians,-,2,10.0104050432224,-0.0525144192661173,-0.521860673355034,-0.198191683561456,-1.94141946112406,-0.226455724061299,-2.21215985260869,1.13835966722405,12.8308593901432,0.0681981524862835,0.507570920704993,0,8,-,8,42,28,42
4,N,3124,Electronic Engineering Draftspersons and Technicians,-,2,7.41467908707512,0.201269237317815,2.79020936713567,0.792732398801186,11.9712893521923,1.68178491584076,29.3357048919438,1.73997367685468,30.6619207707398,0.0505141812777667,0.375956364873254,12,13,-,12,46,29,48
4,N,3125,Mechanical Engineering Draftspersons and Technicians,-,2,6.28518737884285,-0.0196216056961127,-0.311216497505793,-0.0236801010707177,-0.37534630654569,0.923252909795336,17.2186533633512,1.19231750383918,23.4115053614702,<0.1,0.318686240058048,14,12,-,12,42,48,40
4,N,3126,Safety Inspectors,-,2,7.29232791895675,0.0328975459206848,0.453169797493716,0.156107794950525,2.18754175512859,1.36509938581543,23.0309895794073,2.53490448449314,53.2831378037499,<0.1,0.36975263038069,20,8,-,6,48,42,48
4,N,3129,Other Building and Engineering Technicians,-,2,39.2971818695394,0.374214199569778,0.961422578932739,1.51516273476823,4.0102746477459,8.29178065507613,26.7430200232604,14.222918992235,56.723178909912,0.26772095533083,1.9925374344506,15,4,16,2,44,36,46
3,N,313,ICT and Telecommunications Technicians,-,-,77.1161507697032,0.324822122383537,0.422993231274004,1.27579486397647,1.68221107184986,7.46198708332523,10.7129088749429,20.4302435288898,36.0411335432949,0.524412373019382,3.90744371263424,21,10,15,9,39,34,40
4,Y,3130,ICT and Telecommunications Technicians nfd,-,2,0.1,0.0,0.0,0.0,0.0,-0.00337993096577138,-3.26942660359336,0.0,0.0,<0.1,<0.1,-,-,-,-,-,-,-
4,N,3131,ICT Support Technicians,-,2,74.1704695230881,0.434402981008731,0.589132294927649,1.67710523751977,2.31346034778198,8.31723678069126,12.629959736717,21.9199341277605,41.9515971691279,0.505303128961754,3.7607642590291,22,10,15,9,38,34,40
4,N,3132,Telecommunications Technical Specialists,-,2,3.17001676738509,-0.0834267110082618,-2.56425880954478,-0.309161968917854,-8.88606169300679,-0.642586177241805,-16.8542643064209,-1.43898295195113,-31.2211551221003,<0.1,0.160733588933178,13,7,-,5,45,40,46
2,N,32,Automotive and Engineering Trades Workers,-,-,379.278083104038,0.1316030296544,0.0347103392938215,1.32869239500201,0.351552992983894,17.8654581309128,4.94323022950328,13.0522785885715,3.56399751946488,2.58170453047531,19.1407733849869,3,7,8,7,38,31,38
3,Y,320,Automotive and Engineering Trades Workers nfd,-,-,3.15423553249431,0.0475488633451056,1.53053295709822,0.209844680956477,7.12693020516882,1.3161729236955,71.606533825071,0.405417328328382,14.7487865044679,<0.1,0.159823819998735,-,-,-,-,-,-,-
4,Y,3200,Automotive and Engineering Trades Workers nfd,-,3,3.15423553249431,0.0475488633451056,1.53053295709822,0.209844680956477,7.12693020516882,1.3161729236955,71.606533825071,0.405417328328382,14.7487865044679,<0.1,0.159933411928472,-,-,-,-,-,-,-
3,N,321,Automotive Electricians and Mechanics,-,-,121.415409607056,0.27727932047199,0.228895162750171,1.20310535018103,1.00081714398402,9.76366450708808,8.74474868113,15.1986745172878,14.3091147590281,0.82566028565538,6.15206897842714,3,10,15,9,36,39,36
4,Y,3210,Automotive Electricians and Mechanics nfd,-,3,0.482029685163342,0.019254552910905,4.16067147281413,0.0748053092039599,18.3695558567008,0.216366363089226,81.4438219773762,0.331129695932261,219.436527212195,<0.1,<0.1,-,-,-,-,-,-,-
4,N,3211,Automotive Electricians,-,3,10.3175112987275,-0.0359584882900741,-0.347308574128097,-0.0651585288571805,-0.627570075319812,2.58731030690307,33.4701556872771,1.46266105605919,16.5181907765211,0.0702903834351809,0.523142538855103,4,6,-,7,37,56,33
4,N,3212,Motor Mechanics,-,3,109.181252378216,0.103789155974312,0.0951517874621314,0.501948273659835,0.46186187682701,5.36323988844036,5.16600131308483,11.9432741485312,12.2825200255812,0.743822019806708,5.53596268623073,3,10,18,10,36,37,36
3,N,322,Fabrication Engineering Trades Workers,-,-,83.267060460697,-0.12222031958612,-0.146565983592244,-0.423404059847925,-0.5059167281166,-1.3919699377023,-1.64420727611903,-1.88189477930767,-2.21012081005959,0.566240357366199,4.2191077824713,2,5,-,5,38,31,39
4,Y,3220,Fabrication Engineering Trades Workers nfd,-,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<0.1,<0.1,-,-,-,-,-,-,-
4,N,3221,"Metal Casting, Forging and Finishing Trades Workers",-,3,2.3615631839377,-0.100707062630685,-4.09000851027782,-0.40146791942803,-14.5299819078761,-1.16670889638849,-33.0674298871143,-0.203198265158513,-7.92269648431116,<0.1,0.119741488421174,21,14,-,18,34,23,43
4,N,3222,Sheetmetal Trades Workers,-,3,5.26736217995276,-0.0532260851464921,-1.00037970416978,-0.174418504656523,-3.20517335712963,-0.594158959275581,-10.1366001275532,-3.04991257153737,-36.6696142987334,<0.1,0.26707809122823,0,7,-,7,46,,46
4,N,3223,Structural Steel and Welding Trades Workers,-,3,76.607974172117,0.0718209552314306,0.0938392540162122,0.306081574903516,0.401145455879156,0.695589416506124,0.916305578787275,1.57903850952302,2.10457271661692,0.52190918166619,3.88435630886009,2,4,-,5,37,34,37
3,N,323,Mechanical Engineering Trades Workers,-,-,141.867668169609,0.33204428368893,0.234601208213533,1.41103722085916,1.00460705295859,7.23684138948806,5.37532269731009,5.76280400143438,4.23409114483499,0.964741623862007,7.18837652660956,4,6,4,6,39,29,39
4,Y,3230,Mechanical Engineering Trades Workers nfd,-,3,0.535645293472153,0.0139758821259546,2.67906874008368,0.0549027690712863,11.4204103620144,0.15557287017624,40.9324277797222,0.360921065680325,206.566124367331,<0.1,<0.1,-,-,-,-,-,-,-
4,N,3231,Aircraft Maintenance Engineers,-,3,10.2300479790619,-0.0871774706138293,-0.844970104017351,-0.365755973378359,-3.45189449540661,-0.966847602467338,-8.63496131965618,0.12511338666088,1.23814147946061,0.0696945197527665,0.518707769482742,5,7,-,8,44,47,44
4,N,3232,Metal Fitters and Machinists,-,3,121.338176653582,0.443395806576021,0.366761743947529,1.87466662411988,1.56923785652837,8.84261108531703,7.86040857757291,7.85563592503439,6.92232996776591,0.826643820914242,6.15237143500221,4,5,3,5,38,29,38
4,N,3233,Precision Metal Trades Workers,-,3,7.74426565870903,-0.00142910328850565,-0.0184502918384703,-0.00599338966981744,-0.0773314754049557,0.269525326921056,3.60581525186689,0.252458818030774,3.36979881355187,0.0527595644738182,0.3926678324806,13,12,-,12,44,22,44
4,N,3234,Toolmakers and Engineering Patternmakers,-,3,3.55938196888152,0.161066616419355,4.73960182367003,0.568895699514168,19.0235181930636,0.523114801612345,17.2288791728046,-1.25023968450305,-25.9945537217724,<0.1,0.180476092154647,0,13,-,13,53,,53
3,N,324,"Panelbeaters, and Vehicle Body Builders, Trimmers and Painters",-,-,27.8715817448673,0.0471858740494255,0.169584541092998,0.190842446513042,0.689441291491763,-0.869220870693283,-3.02434445662515,-5.60356947876536,-16.7394896630351,0.189534905162458,1.41224160909415,5,8,-,8,43,31,44
4,Y,3240,"Panelbeaters, and Vehicle Body Builders, Trimmers and Painters nfd",-,3,1.00928378728318,0.0466140907205415,4.84216869887818,0.180068568698134,21.7155407501324,0.176046058162199,21.1279508847875,-0.0990190263349886,-8.9342935088048,<0.1,0.0511750622429397,-,-,-,-,-,-,-
4,N,3241,Panelbeaters,-,3,10.8583573511248,-0.00570232832005324,-0.0524880062178067,-0.00431591983745783,-0.0397316547207123,-1.25227419824915,-10.3402881438821,-5.10581041952981,-31.982941377723,0.0739750197105099,0.550565777734014,2,9,-,8,44,67,44
4,N,3242,Vehicle Body Builders and Trimmers,-,3,6.27834869326285,0.0136955435553565,0.218616150456725,0.0594760314461382,0.956379631493589,0.637434127723074,11.3001911359754,0.548068344596109,9.56442462232458,<0.1,0.318339489060335,3,9,-,9,46,50,44
4,N,3243,Vehicle Painters,-,3,9.43487133898659,-0.0486689844185726,-0.513194258250357,-0.195967425492851,-2.03479084517145,-0.737398600059514,-7.24910570087234,-1.18859762125723,-11.1884133676609,0.0642771987233741,0.478388867541869,9,6,-,7,38,31,41
2,N,33,Construction Trades Workers,-,-,414.034733425781,0.744293520009819,0.180089701610208,3.8934701776476,0.949299796565963,35.0553725085132,9.24994237777657,46.8751317313791,12.7669633355782,2.81828925708388,20.8948140139236,3,11,29,10,35,34,35
3,Y,330,Construction Trades Workers nfd,-,-,1.52464538685727,-0.0301464677828989,-1.93893913792568,-0.115562721878197,-7.04561337446936,0.0440190458204706,2.97300166831062,0.0379154436283733,2.55025761746804,<0.1,0.077253156069257,-,-,-,-,-,-,-
4,Y,3300,Construction Trades Workers nfd,-,3,1.52464538685727,-0.0301464677828989,-1.93893913792568,-0.115562721878197,-7.04561337446936,0.0440190458204706,2.97300166831062,0.0379154436283733,2.55025761746804,<0.1,0.0773061289143056,-,-,-,-,-,-,-
3,N,331,"Bricklayers, and Carpenters and Joiners",-,-,169.500317415004,-0.187101396915864,-0.110262386113166,-0.52552578146674,-0.309085825770308,6.93811035541344,4.26797253858035,16.4622541813236,10.7569671449558,1.15265171816722,8.58851152400839,3,9,16,9,33,31,33
4,Y,3310,"Bricklayers, and Carpenters and Joiners nfd",-,3,2.67380659856164,0.0285929758024368,1.08093257786158,0.116415486609774,4.55211899602338,0.572243410656835,27.2294173189885,0.774482671639833,40.7767553844816,<0.1,0.135573582803013,-,-,-,-,-,-,-
4,N,3311,Bricklayers and Stonemasons,-,3,24.6237894109324,-0.369371124443877,-1.47788881650664,-1.47969213025807,-5.6685623636953,-3.32369068631769,-11.8926310162923,-3.01542893638957,-10.9099645963097,0.167755144550707,1.24853284243627,3,14,-,13,36,32,36
4,N,3312,Carpenters and Joiners,-,3,142.231154679576,-0.0377435356917601,-0.0265297167302514,0.138050320280144,0.0971548344324087,8.17482290801527,6.09805057320651,17.6438936639276,14.161876198331,0.96898196758834,7.21173597091607,3,8,14,8,32,29,32
3,N,332,Floor Finishers and Painting Trades Workers,-,-,62.3419578574114,-0.415768048866489,-0.66249699596731,-1.38964299864831,-2.18046146649741,0.726385792393614,1.17889969702321,5.08450826872399,8.88008164046579,0.423943541428983,3.15884142079033,4,20,57,19,40,41,40
4,Y,3320,Floor Finishers and Painting Trades Workers nfd,-,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<0.1,<0.1,-,-,-,-,-,-,-
4,N,3321,Floor Finishers,-,3,11.1035662105592,0.157061491435728,1.43480951651482,0.648309963164614,6.20080414888127,1.18764477774712,11.9771499380498,1.24609410673018,12.6411121797255,0.0756455606241387,0.562998929640533,3,22,-,20,38,55,35
4,N,3322,Painting Trades Workers,-,3,51.0289760419253,-0.608405152174669,-1.17822619603371,-2.17321286417709,-4.08481851754753,-0.591186746799053,-1.14526323603185,3.81966606739331,8.09091695992571,0.347646461287032,2.5873902444906,4,20,56,18,40,38,40
3,N,333,"Glaziers, Plasterers and Tilers",-,-,70.6441791217798,0.251402992890974,0.357143171098489,1.0429222815427,1.49842449531713,0.169752652373845,0.240871278956115,-3.53543707511118,-4.76604929543887,0.480401073490994,3.5795115651967,2,12,-,12,37,38,37
4,Y,3330,"Glaziers, Plasterers and Tilers nfd",-,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<0.1,<0.1,-,-,-,-,-,-,-
4,N,3331,Glaziers,-,3,8.41893642823618,-0.00867484588336787,-0.102933626162938,-0.0515339051875561,-0.608394848916568,-1.24317036643689,-12.8664523468347,-1.64191971163808,-16.3198806225908,0.0573559119562213,0.426876564513226,3,9,-,9,43,52,43
4,N,3332,Plasterers,-,3,31.6962097083754,0.211364235457179,0.671320542573361,0.824701646482993,2.67140058344283,1.25593338025374,4.12589349293609,-2.23440406043572,-6.58521556863076,0.215937610276074,1.60713520332838,1,12,-,13,36,44,36
4,N,3333,Roof Tilers,-,3,9.39103174399492,-0.0278428679467435,-0.295607162149108,-0.0657865832173794,-0.695652395352424,-0.325362961293063,-3.34859761425696,0.885564830333122,10.4117133053648,0.0639785315494416,0.476166010075345,4,14,-,15,34,24,34
4,N,3334,Wall and Floor Tilers,-,3,21.7079140395207,0.174586408097625,0.810773007711335,0.693889684565406,3.30203140933251,1.29431771054766,6.34046882131511,0.186615800621841,0.867121483798503,0.14789008291215,1.10068532372567,3,11,-,10,37,44,37
3,N,334,Plumbers,-,-,105.273023647113,1.17260774852394,1.12641984991323,4.66487730447177,4.63667950762613,17.4214493762017,19.8305488783597,22.408599074084,27.0424843828307,0.715887341298644,5.33414090633678,2,7,-,6,33,34,33
4,N,3341,Plumbers,-,3,105.273023647113,1.17260774852394,1.12641984991323,4.66487730447177,4.63667950762613,17.4214493762017,19.8305488783597,22.408599074084,27.0424843828307,0.717196326060636,5.33779855133248,2,7,-,6,33,34,33
2,N,34,Electrotechnology and Telecommunications Trades Workers,-,-,287.497669231393,2.21398401744722,0.776064013540367,9.33056494432225,3.3543020725747,42.3097157223476,17.2560336333109,51.4774223101312,21.8105959050642,1.9569652669653,14.5089526144872,4,8,13,8,34,30,34
